IMO,Name,Flag,Type,Age,Date d'inspection,Type d'inspection,Port d'inspection,Nombre de deficienes,Detentions,,,,
9612545,ABIS BRESKENS,Netherlands,General cargo/multipurpose,6,27/09/2017,Initial inspection,Denmark - Esbjerg,5,,,,,
8705254,ANDA,Turkey,General cargo/multipurpose,31,27/09/2017,More detailed inspection,Italy - Oristano,11,Detention,,,,
9086801,DETTIFOSS,Antigua and Barbuda,Container,22,27/09/2017,More detailed inspection,Germany - Bremerhaven,2,,,,,
9255878,EKFORS,Norway,Oil tanker,15,27/09/2017,Expanded inspection,Germany - Brunsbuttel,1,,,,,
9498602,ERIDANUS LEADER,Japan,Ro-Ro cargo,8,27/09/2017,Initial inspection,Belgium - Antwerpen,1,,,,,
9013024,GENC Z,Panama,General cargo/multipurpose,28,27/09/2017,More detailed inspection,Italy - Chioggia,10,,,,,
9374208,GOLDEN HEIWA,Panama,Bulk carrier,13,27/09/2017,Expanded inspection,Canada - Vancouver,10,,,,,
9436343,GRAZIA,Italy,Chemical tanker,7,27/09/2017,More detailed inspection,Netherlands - Amsterdam,7,,,,,
9171058,HAGLAND BOSS,Malta,General cargo/multipurpose,20,27/09/2017,Initial inspection,France - Boulogne,5,,,,,
9301938,HANNAH SCHULTE,Singapore,Container,11,27/09/2017,Initial inspection,Belgium - Antwerpen,2,,,,,
9424558,HHL VALPARAISO,Liberia,General cargo/multipurpose,8,27/09/2017,More detailed inspection,United Kingdom - Tyne,4,,,,,
9547166,IKAN LANDUK,Marshall Islands,Bulk carrier,4,27/09/2017,Initial inspection,Romania - Constanta,1,,,,,
9571038,JUSTICE VICTORIA,Panama,Oil tanker,8,27/09/2017,Initial inspection,France - Le Havre (GPM),1,,,,,
9595254,LAMBI,Malta,Bulk carrier,6,27/09/2017,Initial inspection,Ireland - Cork including Whitegate,2,,,,,
8905115,MAIKE,Germany,General cargo/multipurpose,28,27/09/2017,More detailed inspection,Denmark - Esbjerg,3,,,,,
9277254,MAROUDIO,Marshall Islands,Bulk carrier,14,27/09/2017,Expanded inspection,Greece - Eleusina (Elefsis),7,,,,,
9006435,NACI ATABEY,Panama,General cargo/multipurpose,26,27/09/2017,More detailed inspection,Russian Federation - Azov,7,,,,,
9197777,NIKAR G.,Antigua and Barbuda,General cargo/multipurpose,19,27/09/2017,More detailed inspection,Poland - Szczecin,11,Detention,,,,
8728086,ODESSIT,"Tanzania, United Republic of",General cargo/multipurpose,42,27/09/2017,More detailed inspection,Russian Federation - Rostov/Don,1,,,,,
9243253,PACIFIC VENUS,Panama,Bulk carrier,16,27/09/2017,Expanded inspection,Italy - Ravenna,6,,,,,
9211597,REDONDO,Malta,Bulk carrier,17,27/09/2017,Expanded inspection,Canada - Vancouver,3,,,,,
9035709,ROST,Norway,Ro-Ro passenger ship,26,27/09/2017,Expanded inspection,Iceland - Vestmannaeyjar,3,,,,,
8858099,RUZGAR BEY,Panama,General cargo/multipurpose,33,27/09/2017,Expanded inspection,Russian Federation - Rostov/Don,1,,,,,
9300752,UBC TOKYO,Cyprus,General cargo/multipurpose,12,27/09/2017,More detailed inspection,Italy - Venice,2,,,,,
9521411,UMAR 1,Malta,Chemical tanker,8,27/09/2017,More detailed inspection,Poland - Gdynia,2,,,,,
9263552,VASADIEP,Netherlands,General cargo/multipurpose,15,27/09/2017,More detailed inspection,Italy - Civitavecchia,4,,,,,
8918382,VILKOVO,Ukraine,General cargo/multipurpose,24,27/09/2017,More detailed inspection,Bulgaria - Varna,3,,,,,
9145554,WILSON MAAS,Barbados,General cargo/multipurpose,21,27/09/2017,More detailed inspection,United Kingdom - Goole,4,,,,,
9270907,ACHILLES BULKER,Panama,Bulk carrier,14,28/09/2017,Expanded inspection,Canada - Montreal,2,,,,,
9346720,AEGEAN BLUE,Greece,Oil tanker,10,28/09/2017,Initial inspection,Italy - Milazzo,5,,,,,
9503304,AGSU,Russian Federation,Oil tanker,10,28/09/2017,More detailed inspection,Latvia - Riga,5,Detention,,,,
8512152,AL ANDALUS EXPRESS,Cyprus,Ro-Ro passenger ship,31,28/09/2017,Expanded inspection,Spain - Cadiz,5,,,,,
9573634,ATLANTIC,Netherlands,General cargo/multipurpose,8,28/09/2017,Initial inspection,Spain - Palma de Mallorca,1,,,,,
8520501,BALTIC MEADOW,Saint Vincent and the Grenadines,Refrigerated cargo,31,28/09/2017,More detailed inspection,Russian Federation - Saint Petersburg,1,,,,,
9563706,BBC AMBER,Antigua and Barbuda,General cargo/multipurpose,8,28/09/2017,More detailed inspection,Canada - Vancouver,4,,,,,
9350460,BORNHOLM,Latvia,General cargo/multipurpose,12,28/09/2017,More detailed inspection,Germany - Rostock,3,,,,,
9393084,BW THAMES,Singapore,Oil tanker,9,28/09/2017,More detailed inspection,Netherlands - Amsterdam,4,,,,,
8702410,DANICA SUNRISE,Denmark,General cargo/multipurpose,29,28/09/2017,Initial inspection,Spain - Santander,4,,,,,
7800502,DELFI,Finland,Tug,38,28/09/2017,More detailed inspection,Estonia - Paljassaare,5,,,,,
9141106,DELTA NORTH,Egypt,Container,21,28/09/2017,More detailed inspection,Cyprus - Limassol,8,,,,,
9431575,ESVAGT STAVANGER,Denmark,Offshore supply,9,28/09/2017,Initial inspection,Norway - Mongstadbase,1,,,,,
8844074,FAVORITE,Panama,General cargo/multipurpose,28,28/09/2017,Initial inspection,Russian Federation - Azov,4,,,,,
9730438,INCE TOKYO,Singapore,Bulk carrier,2,28/09/2017,Initial inspection,Italy - Taranto,1,,,,,
9233430,IRAKLIS,Liberia,Bulk carrier,15,28/09/2017,Expanded inspection,Germany - Bremen,5,Detention,,,,
9254680,IRON FRITZ,Marshall Islands,Bulk carrier,15,28/09/2017,Expanded inspection,Canada - Sept-Iles,2,,,,,
9453418,LADY TUNA,Panama,Refrigerated cargo,10,28/09/2017,More detailed inspection,Spain - Cartagena,4,,,,,
7420936,LAYLA,Antigua and Barbuda,General cargo/multipurpose,42,28/09/2017,More detailed inspection,Belgium - Antwerpen,7,,,,,
9452218,MICHELLE C,United Kingdom,General cargo/multipurpose,8,28/09/2017,Initial inspection,Belgium - Antwerpen,3,,,,,
9285689,MSC SEATTLE,Luxembourg,Container,13,28/09/2017,More detailed inspection,Italy - Naples,5,Detention,,,,
9014949,SKY VITA,Antigua and Barbuda,General cargo/multipurpose,26,28/09/2017,More detailed inspection,Norway - Brevik,11,,,,,
9403437,VEGA AZURIT,Liberia,Container,9,28/09/2017,More detailed inspection,Iceland - Reykjavik,8,,,,,
9474151,WESTMINSTER,Marshall Islands,Chemical tanker,9,28/09/2017,Initial inspection,Belgium - Zeebrugge,4,,,,,
7822421,WESTSUND,Denmark,Tug,38,28/09/2017,Initial inspection,Germany - Rostock,2,,,,,
9365960,X-PRESS MULHACEN,Malta,Container,12,28/09/2017,More detailed inspection,United Kingdom - Liverpool,3,,,,,
9223904,ATLANTIC PATRIOT,Cyprus,General cargo/multipurpose,15,29/09/2017,More detailed inspection,Spain - Bilbao,1,,,,,
9206774,AUTOSKY,Portugal,Ro-Ro cargo,17,29/09/2017,More detailed inspection,Spain - Pasaia,2,,,,,
9590838,CENTENNIAL HARMONY,Panama,Bulk carrier,6,29/09/2017,Initial inspection,Netherlands - Amsterdam,1,,,,,
8841515,DANIELA I,Panama,General cargo/multipurpose,28,29/09/2017,More detailed inspection,Croatia - Rijeka,6,,,,,
9453066,ELENA VE,Liberia,Bulk carrier,7,29/09/2017,More detailed inspection,Germany - Lubeck,3,,,,,
9234513,ELKA SIRIUS,Liberia,Oil tanker,15,29/09/2017,Expanded inspection,Italy - Milazzo,6,,,,,
9427990,FMT EFES,Malta,Chemical tanker,9,29/09/2017,More detailed inspection,Belgium - Antwerpen,3,,,,,
9242431,GEOSEA,Bahamas,Other special activities,16,29/09/2017,More detailed inspection,Spain - Las Palmas,3,,,,,
9125059,GULF ANGEL,Turkey,General cargo/multipurpose,21,29/09/2017,More detailed inspection,Greece - Piraeus,2,,,,,
9195743,HELAS,Cyprus,General cargo/multipurpose,19,29/09/2017,More detailed inspection,Spain - Bilbao,2,,,,,
9602722,JO REDWOOD,Norway,Chemical tanker,5,29/09/2017,Initial inspection,Spain - A Coruna,2,,,,,
9080493,KADER,Sierra Leone,Oil tanker,23,29/09/2017,Expanded inspection,Cyprus - Limassol,7,,,,,
7338767,KRONOS,Faroe Islands,Other special activities,53,29/09/2017,More detailed inspection,Denmark - Soby,4,,,,,
9163568,LADY SIRIA,Belize,General cargo/multipurpose,20,29/09/2017,More detailed inspection,Greece - Agios Nikolaos (Kolpos Antikyras),21,Detention,,,,
9304239,LOWLANDS MAINE,Panama,Bulk carrier,12,29/09/2017,Expanded inspection,Italy - Ravenna,5,,,,,
9238337,MONT ST. MICHEL,France,Ro-Ro passenger ship,16,29/09/2017,Expanded inspection,United Kingdom - Portsmouth,3,,,,,
9616864,NEPTUNE,Luxembourg,MODU & FPSO,6,29/09/2017,Initial inspection,Netherlands - Delfzijl,2,,,,,
9310537,NORD NEPTUNE,Denmark,Bulk carrier,12,29/09/2017,Expanded inspection,Canada - Port Moody,4,,,,,
9312975,NYK OCEANUS,Panama,Container,10,29/09/2017,Initial inspection,Germany - Hamburg,1,,,,,
8860030,PARS KHAZAR 1,"Iran, Islamic Republic of",General cargo/multipurpose,25,29/09/2017,More detailed inspection,Russian Federation - Astrakhan,11,,,,,
7906801,ROAR R,Netherlands,Other special activities,38,29/09/2017,More detailed inspection,Denmark - Esbjerg,3,,,,,
9486013,SEAHOPE II,Malta,Bulk carrier,8,29/09/2017,More detailed inspection,Spain - Gijon,2,,,,,
9321938,STAR EAGLE,Panama,Chemical tanker,10,29/09/2017,Initial inspection,Spain - Algeciras,1,,,,,
9135896,CHAMPION JET 2,Cyprus,High speed passenger craft,21,30/09/2017,Expanded inspection,Greece - Heraclion (Crete),3,,,,,
9228253,EPIC BORKUM,Panama,Gas carrier,17,30/09/2017,Expanded inspection,Netherlands - Rotterdam,13,Detention,,,,
6523016,FALCON 1,"Tanzania, United Republic of",Livestock carrier,52,30/09/2017,Expanded inspection,Romania - Midia,8,,,,,
9701645,FUGRO PIONEER,Bahamas,Other special activities,4,30/09/2017,More detailed inspection,Sweden - Trelleborg,1,,,,,
7349871,HARMONY LIVESTOCK,"Tanzania, United Republic of",Livestock carrier,44,30/09/2017,Expanded inspection,Romania - Midia,5,,,,,
9008586,NS HELSE,Panama,General cargo/multipurpose,27,30/09/2017,More detailed inspection,Malta - Valletta,8,,,,,
9459371,ARGO B,Marshall Islands,Bulk carrier,8,01/10/2017,More detailed inspection,Russian Federation - Saint Petersburg,2,,,,,
9370329,IVS SHIKRA,Panama,Bulk carrier,12,01/10/2017,Expanded inspection,Sweden - Ljusne,1,,,,,
9347750,LENA,Cyprus,Container,13,01/10/2017,More detailed inspection,France - Rouen (GPM),1,,,,,
8933095,NIKA FORTUNE,Palau,General cargo/multipurpose,31,01/10/2017,Expanded inspection,Russian Federation - Rostov/Don,10,Detention,,,,
9431032,NIKE,Malta,Oil tanker,9,01/10/2017,More detailed inspection,Sweden - Norrkoping,1,,,,,
9108116,NIKIFOROS,Liberia,Bulk carrier,22,01/10/2017,Expanded inspection,Greece - Neapolis,2,,,,,
9213600,RMS GOOLE,Antigua and Barbuda,General cargo/multipurpose,14,01/10/2017,More detailed inspection,Finland - Imatra,1,,,,,
8841747,VOLGO-BALT 229,Russian Federation,General cargo/multipurpose,37,01/10/2017,More detailed inspection,Sweden - Jatterson,11,Detention,,,,
9527283,AOM MILENA,Panama,Bulk carrier,13,02/10/2017,Expanded inspection,Netherlands - Amsterdam,4,,,,,
9346445,AURORA N,Panama,Oil tanker,9,02/10/2017,Initial inspection,Denmark - Kobenhavn,1,,,,,
8721349,BERRA G,Comoros,General cargo/multipurpose,32,02/10/2017,Expanded inspection,Russian Federation - Eysk,7,,,,,
9442914,BESIKTAS HALLAND,Malta,Oil tanker,10,02/10/2017,Initial inspection,Netherlands - Rotterdam,4,,,,,
7392854,C STAR,Mongolia,Other special activities,42,02/10/2017,More detailed inspection,Spain - Barcelona,21,Detention,,,,
9103740,CANKA,Panama,Container,22,02/10/2017,More detailed inspection,Spain - Castellon de la Plana,1,,,,,
7902439,EMANUEL,Vanuatu,Special purpose ship,38,02/10/2017,More detailed inspection,Netherlands - Amsterdam,3,,,,,
8321931,FEDERAL ADI,Belize,Bulk carrier,31,02/10/2017,Expanded inspection,Bulgaria - Varna,4,,,,,
8401561,FROJDI II,Albania,General cargo/multipurpose,33,02/10/2017,More detailed inspection,Slovenia - Koper,18,Detention,,,,
8873776,FURY,"Tanzania, United Republic of",General cargo/multipurpose,47,02/10/2017,Expanded inspection,Russian Federation - Eysk,6,,,,,
9610597,GALATEA,Italy,Chemical tanker,6,02/10/2017,Initial inspection,Malta - Marsaxlokk,1,,,,,
9784037,GRANDE BALTIMORA,Italy,Ro-Ro cargo,1,02/10/2017,Initial inspection,Belgium - Antwerpen,1,,,,,
9384100,HECTOR N,Panama,Chemical tanker,9,02/10/2017,More detailed inspection,Canada - Quebec City,2,,,,,
9518244,KLAVERBANK,Netherlands,General cargo/multipurpose,8,02/10/2017,Initial inspection,Finland - Inkoo,1,,,,,
9667760,KONGSBORG,Faroe Islands,Offshore supply,5,02/10/2017,More detailed inspection,Norway - Stavanger,1,,,,,
8822600,MAGDALENA,Antigua and Barbuda,General cargo/multipurpose,28,02/10/2017,More detailed inspection,Poland - Szczecin,7,,,,,
9103350,MEDKOM GEMLIK,Panama,General cargo/multipurpose,21,02/10/2017,More detailed inspection,Spain - Tarragona,11,,,,,
9346366,MINERAL KYUSHU,Panama,Bulk carrier,13,02/10/2017,Expanded inspection,Netherlands - Rotterdam,5,,,,,
9180839,MOEZELBORG,Netherlands,General cargo/multipurpose,19,02/10/2017,More detailed inspection,Russian Federation - Murmansk,6,,,,,
9290555,MSC CHICAGO,Germany,Container,12,02/10/2017,More detailed inspection,France - Le Havre (GPM),1,,,,,
9736341,NAVIOS AMBER,Panama,Bulk carrier,2,02/10/2017,More detailed inspection,United Kingdom - Gibraltar,1,,,,,
9217230,NILS HOLGERSSON,Germany,Ro-Ro passenger ship,18,02/10/2017,Expanded inspection,Sweden - Trelleborg,4,,,,,
9352195,NORD HUMMOCK,Denmark,Chemical tanker,10,02/10/2017,More detailed inspection,France - Lorient,1,,,,,
9592056,OCEAN GARLIC,Marshall Islands,Bulk carrier,5,02/10/2017,More detailed inspection,Netherlands - Vlissingen,5,,,,,
9343883,PRIGIPOS,Greece,Bulk carrier,10,02/10/2017,More detailed inspection,Canada - Vancouver,3,,,,,
9043380,RUBUS,Cook Islands,General cargo/multipurpose,25,02/10/2017,Expanded inspection,Croatia - Split,3,,,,,
9266188,SEA LADY,Marshall Islands,Bulk carrier,15,02/10/2017,Expanded inspection,Greece - Chios,4,,,,,
9376658,SICHEM MISSISSIPPI,Panama,Chemical tanker,9,02/10/2017,Initial inspection,Belgium - Antwerpen,1,,,,,
9437763,SOUTHERN BREEZE,Malta,General cargo/multipurpose,11,02/10/2017,Initial inspection,Spain - Sevilla,3,,,,,
9374698,SPEYK,Netherlands,General cargo/multipurpose,12,02/10/2017,More detailed inspection,Lithuania - Klaipeda,2,,,,,
9145956,STAR HYPERION,Panama,Bulk carrier,21,02/10/2017,More detailed inspection,Belgium - Gent,11,,,,,
9404833,SUMMIT SPIRIT,Bahamas,Oil tanker,9,02/10/2017,More detailed inspection,Italy - Savona,2,,,,,
9283899,TANAIS DREAM,Belize,Bulk carrier,15,02/10/2017,Expanded inspection,Spain - Castellon de la Plana,1,,,,,
9697325,TIN ZIREN,Algeria,General cargo/multipurpose,2,02/10/2017,More detailed inspection,Belgium - Antwerpen,12,,,,,
7369168,TINTO,Norway,General cargo/multipurpose,44,02/10/2017,Initial inspection,"Denmark - Kongsdal, Cementfabrikken",4,,,,,
9143532,TORM HELENE,Singapore,Oil tanker,20,02/10/2017,More detailed inspection,Netherlands - Rotterdam,4,,,,,
9386976,WYBELSUM,"Gibraltar, UK",Container,12,02/10/2017,More detailed inspection,Russian Federation - Saint Petersburg,5,,,,,
7721237,ALEKSANDR SUVOROV,Russian Federation,Bulk carrier,39,03/10/2017,Expanded inspection,Netherlands - Rotterdam,8,,,,,
9800348,BUGSIER 11,Germany,Tug,1,03/10/2017,More detailed inspection,Denmark - Esbjerg,6,,,,,
9489209,CHAMPION ISTRA,Croatia,Chemical tanker,6,03/10/2017,More detailed inspection,Netherlands - Rotterdam,1,,,,,
9464273,DICLE DENIZ,Turkey,Chemical tanker,9,03/10/2017,More detailed inspection,France - Lorient,5,,,,,
9255775,ENCOUNTER,Netherlands,Container,15,03/10/2017,More detailed inspection,Portugal - Setubal,2,,,,,
9435105,ERIK,Antigua and Barbuda,General cargo/multipurpose,10,03/10/2017,More detailed inspection,Canada - Valleyfield,3,Detention,,,,
9001124,FEYZA GENC,Turkey,General cargo/multipurpose,28,03/10/2017,More detailed inspection,Romania - Galati,2,,,,,
7392610,FREYJA,Malta,Chemical tanker,43,03/10/2017,Expanded inspection,United Kingdom - Boston,4,,,,,
9670353,GARY ROOK,United States,Offshore supply,5,03/10/2017,More detailed inspection,Cyprus - Limassol,19,Detention,,,,
8604711,JAN SNIADECKI,Cyprus,Ro-Ro passenger ship,30,03/10/2017,More detailed inspection,Sweden - Ystad,1,,,,,
8502406,KING SEAWAYS,Denmark,Ro-Ro passenger ship,31,03/10/2017,Expanded inspection,United Kingdom - NORTH SHIELDS,3,,,,,
9238117,KINGFISHER D,Marshall Islands,Bulk carrier,16,03/10/2017,Expanded inspection,Romania - Constanta,9,,,,,
9552044,MIRAMAR,Cyprus,General cargo/multipurpose,8,03/10/2017,More detailed inspection,Belgium - Antwerpen,4,,,,,
6423888,NORA THOMSEN,"Moldova, Republic of",General cargo/multipurpose,53,03/10/2017,More detailed inspection,Norway - Moss,9,,,,,
9375989,NORDIC SOLA,Norway,Chemical tanker,10,03/10/2017,Initial inspection,Belgium - Antwerpen,5,,,,,
9460617,PETROLINA OCEAN,Cyprus,Chemical tanker,9,03/10/2017,Initial inspection,Greece - Aspropirgos,1,,,,,
9223265,PORT RUSSEL,Marshall Islands,Oil tanker,15,03/10/2017,Expanded inspection,Italy - Augusta,10,Detention,,,,
8757740,THIALF,Panama,MODU & FPSO,31,03/10/2017,Initial inspection,Netherlands - Rotterdam,1,,,,,
9007116,TYCHO BRAHE,Denmark,Ro-Ro passenger ship,27,03/10/2017,Expanded inspection,Sweden - Helsingborg,1,,,,,
9528146,UZEYIR HAJIBEYLI,Azerbaijan,General cargo/multipurpose,9,03/10/2017,More detailed inspection,Russian Federation - Eysk,6,,,,,
7814462,WAWEL,Bahamas,Ro-Ro passenger ship,38,03/10/2017,Expanded inspection,Poland - Nowy Port/Gdansk,4,,,,,
9587154,WESTERN MAPLE,Hong Kong (China),Bulk carrier,7,03/10/2017,More detailed inspection,Ireland - Cork including Whitegate,2,,,,,
9337925,XIN MEI ZHOU,China,Container,10,03/10/2017,More detailed inspection,Greece - Piraeus,3,,,,,
9180918,ANTIGONI,Marshall Islands,Bulk carrier,17,04/10/2017,Expanded inspection,Russian Federation - Kavkaz,4,,,,,
9511246,AP JADRAN,Croatia,Bulk carrier,5,04/10/2017,Initial inspection,Denmark - Aarhus,4,,,,,
9363168,ATALANTE,Malta,Bulk carrier,11,04/10/2017,More detailed inspection,Spain - Bilbao,2,,,,,
9425667,ATLANTIC LEGEND,Panama,Bulk carrier,9,04/10/2017,More detailed inspection,Russian Federation - Murmansk,3,,,,,
9559884,BBC NORFOLK,Antigua and Barbuda,General cargo/multipurpose,8,04/10/2017,More detailed inspection,Italy - Monfalcone,6,,,,,
7610270,CAPT ABEDA,Comoros,General cargo/multipurpose,40,04/10/2017,Expanded inspection,Bulgaria - Varna,13,Detention,,,,
9030333,CAPTAIN OMAR,Togo,General cargo/multipurpose,26,04/10/2017,Expanded inspection,Romania - Constanta,5,,,,,
9046368,CITY OF BARCELONA,"Isle of Man, UK",Ro-Ro cargo,25,04/10/2017,Initial inspection,Belgium - Zeebrugge,1,,,,,
9492751,CONTSHIP ECO,Liberia,Container,11,04/10/2017,Initial inspection,Greece - Piraeus,1,,,,,
9414905,COUGA,Hong Kong (China),Bulk carrier,11,04/10/2017,More detailed inspection,Netherlands - Rotterdam,1,,,,,
9013062,EEMS COBALT,Netherlands,General cargo/multipurpose,24,04/10/2017,More detailed inspection,Germany - Hamburg,3,,,,,
9279070,ELKE W,Antigua and Barbuda,General cargo/multipurpose,15,04/10/2017,More detailed inspection,Finland - Joutseno,1,,,,,
9342164,EMSCARRIER,Antigua and Barbuda,General cargo/multipurpose,23,04/10/2017,More detailed inspection,Latvia - Riga,7,,,,,
9175274,FRIO VLADIVOSTOK,Russian Federation,Refrigerated cargo,19,04/10/2017,More detailed inspection,Netherlands - Amsterdam,3,,,,,
9359662,HOLMFOSS,Norway,Refrigerated cargo,10,04/10/2017,More detailed inspection,United Kingdom - Aberdeen,13,,,,,
9532642,JIN TAI FENG,Hong Kong (China),Bulk carrier,6,04/10/2017,More detailed inspection,Germany - Hamburg,9,,,,,
9638484,JOSCO JINZHOU,Hong Kong (China),Bulk carrier,5,04/10/2017,Initial inspection,Spain - Garrucha,1,,,,,
9695119,KOTA BUDAYA,Singapore,General cargo/multipurpose,3,04/10/2017,More detailed inspection,Belgium - Antwerpen,2,,,,,
9450806,LONGSHORE,Panama,Bulk carrier,8,04/10/2017,More detailed inspection,Russian Federation - Kavkaz,2,,,,,
9118238,MARPESSA,Barbados,Bulk carrier,22,04/10/2017,Expanded inspection,Croatia - Split,2,,,,,
9262900,MINERVA LYDIA,Malta,Oil tanker,15,04/10/2017,Expanded inspection,Italy - Ravenna,3,,,,,
8501098,OCEAN INVESTIGATOR,Panama,Offshore supply,32,04/10/2017,More detailed inspection,Denmark - Esbjerg,7,,,,,
8913916,OCEAN NOVA,Bahamas,Passenger ship,26,04/10/2017,More detailed inspection,Iceland - Reykjavik,1,,,,,
